chromosome	start	end	width	test	ref
Chr04	3585001	3595000	10000	36	44
Chr04	3590001	3600000	10000	99	80
Chr04	3595001	3605000	10000	264	248
Chr04	3600001	3610000	10000	354	355
Chr04	3605001	3615000	10000	365	353
Chr04	3610001	3620000	10000	332	331
Chr04	3615001	3625000	10000	287	266
Chr04	3620001	3630000	10000	274	228
Chr04	3625001	3635000	10000	299	282
Chr04	3630001	3640000	10000	295	289
Chr04	3635001	3645000	10000	259	236
Chr04	3640001	3650000	10000	291	264
Chr04	3645001	3655000	10000	290	269
Chr04	3650001	3660000	10000	254	258
Chr04	3655001	3665000	10000	282	308
Chr04	3660001	3670000	10000	305	323
Chr04	3665001	3675000	10000	324	299
Chr04	3670001	3680000	10000	370	306
Chr04	3675001	3685000	10000	370	325
Chr04	3680001	3690000	10000	337	295
Chr04	3685001	3695000	10000	325	299
Chr04	3690001	3700000	10000	313	315
Chr04	3695001	3705000	10000	313	320
Chr04	3700001	3710000	10000	349	335
Chr04	3705001	3715000	10000	396	338
Chr04	3710001	3720000	10000	336	316
Chr04	3715001	3725000	10000	314	326
Chr04	3720001	3730000	10000	341	340
Chr04	3725001	3735000	10000	303	273
Chr04	3730001	3740000	10000	302	312
Chr04	3735001	3745000	10000	194	230
Chr04	3740001	3750000	10000	150	152
Chr04	3745001	3755000	10000	212	209
Chr04	3750001	3760000	10000	100	88
Chr04	3755001	3765000	10000	93	111
Chr04	3760001	3770000	10000	176	190
Chr04	3765001	3775000	10000	273	223
Chr04	3770001	3780000	10000	337	254
Chr04	3775001	3785000	10000	377	304
Chr04	3780001	3790000	10000	451	397
Chr04	3785001	3795000	10000	326	302
Chr04	3790001	3800000	10000	250	246
Chr04	3795001	3805000	10000	249	262
Chr04	3800001	3810000	10000	356	385
Chr04	3805001	3815000	10000	415	391
Chr04	3810001	3820000	10000	328	258
Chr04	3815001	3825000	10000	398	395
Chr04	3820001	3830000	10000	476	442
Chr04	3825001	3835000	10000	359	284
Chr04	3830001	3840000	10000	280	240
Chr04	3835001	3845000	10000	347	304
Chr04	3840001	3850000	10000	339	287
Chr04	3845001	3855000	10000	302	256
Chr04	3850001	3860000	10000	304	292
Chr04	3855001	3865000	10000	368	399
Chr04	3860001	3870000	10000	399	362
Chr04	3865001	3875000	10000	376	282
Chr04	3870001	3880000	10000	368	343
Chr04	3875001	3885000	10000	309	322
Chr04	3880001	3890000	10000	282	298
Chr04	3885001	3895000	10000	325	321
Chr04	3890001	3900000	10000	327	317
Chr04	3895001	3905000	10000	432	440
Chr04	3900001	3910000	10000	421	430
Chr04	3905001	3915000	10000	348	341
Chr04	3910001	3920000	10000	364	367
Chr04	3915001	3925000	10000	310	327
Chr04	3920001	3930000	10000	400	400
Chr04	3925001	3935000	10000	418	398
Chr04	3930001	3940000	10000	402	342
Chr04	3935001	3945000	10000	445	376
Chr04	3940001	3950000	10000	378	375
Chr04	3945001	3955000	10000	289	283
Chr04	3950001	3960000	10000	286	201
Chr04	3955001	3965000	10000	374	313
Chr04	3960001	3970000	10000	360	344
Chr04	3965001	3975000	10000	373	330
Chr04	3970001	3980000	10000	391	346
Chr04	3975001	3985000	10000	304	269
Chr04	3980001	3990000	10000	285	225
Chr04	3985001	3995000	10000	280	280
Chr04	3990001	4000000	10000	286	276
Chr04	3995001	4005000	10000	296	239
Chr04	4000001	4010000	10000	295	279
Chr04	4005001	4015000	10000	322	313
Chr04	4010001	4020000	10000	348	351
Chr04	4015001	4025000	10000	295	287
Chr04	4020001	4030000	10000	254	225
Chr04	4025001	4035000	10000	288	262
Chr04	4030001	4040000	10000	325	297
Chr04	4035001	4045000	10000	343	332
Chr04	4040001	4050000	10000	323	316
Chr04	4045001	4055000	10000	344	285
Chr04	4050001	4060000	10000	377	317
Chr04	4055001	4065000	10000	354	327
Chr04	4060001	4070000	10000	277	228
Chr04	4065001	4075000	10000	276	242
Chr04	4070001	4080000	10000	273	295
Chr04	4075001	4085000	10000	242	286
Chr04	4080001	4090000	10000	255	280
Chr04	4085001	4095000	10000	273	263
Chr04	4090001	4100000	10000	266	250
Chr04	4095001	4105000	10000	197	177
Chr04	4100001	4110000	10000	191	169
Chr04	4105001	4115000	10000	266	271
Chr04	4110001	4120000	10000	289	288
Chr04	4115001	4125000	10000	357	293
Chr04	4120001	4130000	10000	415	330
Chr04	4125001	4135000	10000	362	328
Chr04	4130001	4140000	10000	354	356
Chr04	4135001	4145000	10000	402	423
Chr04	4140001	4150000	10000	330	397
Chr04	4145001	4155000	10000	255	297
Chr04	4150001	4160000	10000	338	269
Chr04	4155001	4165000	10000	348	251
Chr04	4160001	4170000	10000	325	289
Chr04	4165001	4175000	10000	350	346
Chr04	4170001	4180000	10000	368	376
Chr04	4175001	4185000	10000	385	369
Chr04	4180001	4190000	10000	382	336
Chr04	4185001	4195000	10000	332	301
Chr04	4190001	4200000	10000	288	263
Chr04	4195001	4205000	10000	319	302
Chr04	4200001	4210000	10000	312	287
Chr04	4205001	4215000	10000	323	312
Chr04	4210001	4220000	10000	343	375
Chr04	4215001	4225000	10000	360	328
Chr04	4220001	4230000	10000	333	261
Chr04	4225001	4235000	10000	251	209
Chr04	4230001	4240000	10000	238	200
Chr04	4235001	4245000	10000	298	264
Chr04	4240001	4250000	10000	359	357
Chr04	4245001	4255000	10000	309	302
Chr04	4250001	4260000	10000	314	284
Chr04	4255001	4265000	10000	333	304
Chr04	4260001	4270000	10000	306	322
Chr04	4265001	4275000	10000	344	358
Chr04	4270001	4280000	10000	306	283
Chr04	4275001	4285000	10000	448	361
Chr04	4280001	4290000	10000	460	343
Chr04	4285001	4295000	10000	283	237
Chr04	4290001	4300000	10000	265	242
Chr04	4295001	4305000	10000	277	267
Chr04	4300001	4310000	10000	397	357
Chr04	4305001	4315000	10000	398	343
Chr04	4310001	4320000	10000	249	238
Chr04	4315001	4325000	10000	234	210
Chr04	4320001	4330000	10000	258	217
Chr04	4325001	4335000	10000	239	227
Chr04	4330001	4340000	10000	321	271
Chr04	4335001	4345000	10000	299	270
Chr04	4340001	4350000	10000	243	262
Chr04	4345001	4355000	10000	270	267
Chr04	4350001	4360000	10000	306	303
Chr04	4355001	4365000	10000	318	305
Chr04	4360001	4370000	10000	314	311
Chr04	4365001	4375000	10000	358	387
Chr04	4370001	4380000	10000	620	656
Chr04	4375001	4385000	10000	598	585
Chr04	4380001	4390000	10000	329	308
Chr04	4385001	4395000	10000	293	318
Chr04	4390001	4400000	10000	320	297
Chr04	4395001	4405000	10000	363	288
Chr04	4400001	4410000	10000	336	275
Chr04	4405001	4415000	10000	343	292
Chr04	4410001	4420000	10000	383	332
Chr04	4415001	4425000	10000	377	310
Chr04	4420001	4430000	10000	357	339
Chr04	4425001	4435000	10000	413	421
Chr04	4430001	4440000	10000	560	567
Chr04	4435001	4445000	10000	501	560
Chr04	4440001	4450000	10000	366	398
Chr04	4445001	4455000	10000	348	352
Chr04	4450001	4460000	10000	335	332
Chr04	4455001	4465000	10000	337	310
Chr04	4460001	4470000	10000	316	282
Chr04	4465001	4475000	10000	304	266
Chr04	4470001	4480000	10000	330	344
Chr04	4475001	4485000	10000	340	333
Chr04	4480001	4490000	10000	338	287
Chr04	4485001	4495000	10000	383	308
Chr04	4490001	4500000	10000	355	267
Chr04	4495001	4505000	10000	327	257
Chr04	4500001	4510000	10000	360	333
Chr04	4505001	4515000	10000	376	393
Chr04	4510001	4520000	10000	283	298
Chr04	4515001	4525000	10000	247	233
Chr04	4520001	4530000	10000	331	279
Chr04	4525001	4535000	10000	384	319
Chr04	4530001	4540000	10000	396	313
Chr04	4535001	4545000	10000	349	304
Chr04	4540001	4550000	10000	339	313
Chr04	4545001	4555000	10000	350	301
Chr04	4550001	4560000	10000	339	309
Chr04	4555001	4565000	10000	338	284
Chr04	4560001	4570000	10000	320	259
Chr04	4565001	4575000	10000	293	287
Chr04	4570001	4580000	10000	328	327
Chr04	4575001	4585000	10000	322	314
Chr04	4580001	4590000	10000	303	296
Chr04	4585001	4595000	10000	366	351
Chr04	4590001	4600000	10000	348	329
Chr04	4595001	4605000	10000	396	333
Chr04	4600001	4610000	10000	379	349
Chr04	4605001	4615000	10000	269	324
Chr04	4610001	4620000	10000	335	337
Chr04	4615001	4625000	10000	359	348
Chr04	4620001	4630000	10000	321	330
Chr04	4625001	4635000	10000	320	319
Chr04	4630001	4640000	10000	338	322
Chr04	4635001	4645000	10000	342	310
Chr04	4640001	4650000	10000	330	284
Chr04	4645001	4655000	10000	308	263
Chr04	4650001	4660000	10000	267	290
Chr04	4655001	4665000	10000	230	257
Chr04	4660001	4670000	10000	251	211
Chr04	4665001	4675000	10000	267	228
Chr04	4670001	4680000	10000	307	259
Chr04	4675001	4685000	10000	378	300
Chr04	4680001	4690000	10000	377	312
Chr04	4685001	4695000	10000	385	360
Chr04	4690001	4700000	10000	355	371
Chr04	4695001	4705000	10000	373	359
Chr04	4700001	4710000	10000	384	374
Chr04	4705001	4715000	10000	313	339
Chr04	4710001	4720000	10000	330	301
Chr04	4715001	4725000	10000	355	306
Chr04	4720001	4730000	10000	290	254
Chr04	4725001	4735000	10000	276	242
Chr04	4730001	4740000	10000	357	350
Chr04	4735001	4745000	10000	382	330
Chr04	4740001	4750000	10000	295	244
Chr04	4745001	4755000	10000	247	223
Chr04	4750001	4760000	10000	271	235
Chr04	4755001	4765000	10000	276	248
Chr04	4760001	4770000	10000	347	307
Chr04	4765001	4775000	10000	371	364
Chr04	4770001	4780000	10000	296	314
Chr04	4775001	4785000	10000	293	311
Chr04	4780001	4790000	10000	326	334
Chr04	4785001	4795000	10000	288	285
Chr04	4790001	4800000	10000	268	285
Chr04	4795001	4805000	10000	317	321
Chr04	4800001	4810000	10000	321	282
Chr04	4805001	4815000	10000	319	284
Chr04	4810001	4820000	10000	362	348
Chr04	4815001	4825000	10000	380	376
Chr04	4820001	4830000	10000	355	375
Chr04	4825001	4835000	10000	345	370
Chr04	4830001	4840000	10000	317	293
Chr04	4835001	4845000	10000	300	290
Chr04	4840001	4850000	10000	401	372
Chr04	4845001	4855000	10000	385	352
Chr04	4850001	4860000	10000	225	230
Chr04	4855001	4865000	10000	162	164
Chr04	4860001	4870000	10000	147	153
Chr04	4865001	4875000	10000	193	185
Chr04	4870001	4880000	10000	347	352
Chr04	4875001	4885000	10000	403	389
Chr04	4880001	4890000	10000	295	279
Chr04	4885001	4895000	10000	244	262
Chr04	4890001	4900000	10000	299	306
Chr04	4895001	4905000	10000	300	337
Chr04	4900001	4910000	10000	309	343
Chr04	4905001	4915000	10000	344	330
Chr04	4910001	4920000	10000	269	275
Chr04	4915001	4925000	10000	210	203
Chr04	4920001	4930000	10000	243	213
Chr04	4925001	4935000	10000	309	233
Chr04	4930001	4940000	10000	317	261
Chr04	4935001	4945000	10000	294	253
Chr04	4940001	4950000	10000	347	307
Chr04	4945001	4955000	10000	349	364
Chr04	4950001	4960000	10000	300	294
Chr04	4955001	4965000	10000	274	272
Chr04	4960001	4970000	10000	279	315
Chr04	4965001	4975000	10000	248	280
Chr04	4970001	4980000	10000	209	285
Chr04	4975001	4985000	10000	155	233
Chr04	4980001	4990000	10000	193	185
Chr04	4985001	4995000	10000	294	247
Chr04	4990001	5000000	10000	380	337
Chr04	4995001	5005000	10000	419	366
Chr04	5000001	5010000	10000	356	351
Chr04	5005001	5015000	10000	359	400
Chr04	5010001	5020000	10000	364	375
Chr04	5015001	5025000	10000	329	343
Chr04	5020001	5030000	10000	339	354
Chr04	5025001	5035000	10000	359	329
Chr04	5030001	5040000	10000	317	253
Chr04	5035001	5045000	10000	277	208
Chr04	5040001	5050000	10000	306	283
Chr04	5045001	5055000	10000	378	353
Chr04	5050001	5060000	10000	398	348
Chr04	5055001	5065000	10000	346	308
Chr04	5060001	5070000	10000	294	259
Chr04	5065001	5075000	10000	317	347
Chr04	5070001	5080000	10000	334	388
Chr04	5075001	5085000	10000	285	273
Chr04	5080001	5090000	10000	313	246
Chr04	5085001	5095000	10000	363	310
Chr04	5090001	5100000	10000	344	349
Chr04	5095001	5105000	10000	315	327
Chr04	5100001	5110000	10000	284	263
Chr04	5105001	5115000	10000	309	295
Chr04	5110001	5120000	10000	305	289
Chr04	5115001	5125000	10000	361	299
Chr04	5120001	5130000	10000	424	341
Chr04	5125001	5135000	10000	341	290
Chr04	5130001	5140000	10000	333	286
Chr04	5135001	5145000	10000	324	255
Chr04	5140001	5150000	10000	255	239
Chr04	5145001	5155000	10000	320	290
Chr04	5150001	5160000	10000	340	305
Chr04	5155001	5165000	10000	274	291
Chr04	5160001	5170000	10000	305	269
Chr04	5165001	5175000	10000	282	267
Chr04	5170001	5180000	10000	299	309
Chr04	5175001	5185000	10000	328	317
Chr04	5180001	5190000	10000	275	309
Chr04	5185001	5195000	10000	311	363
Chr04	5190001	5200000	10000	368	368
Chr04	5195001	5205000	10000	317	311
Chr04	5200001	5210000	10000	280	288
Chr04	5205001	5215000	10000	324	291
Chr04	5210001	5220000	10000	307	294
Chr04	5215001	5225000	10000	297	303
Chr04	5220001	5230000	10000	303	299
Chr04	5225001	5235000	10000	282	286
Chr04	5230001	5240000	10000	335	283
Chr04	5235001	5245000	10000	325	255
Chr04	5240001	5250000	10000	331	261
Chr04	5245001	5255000	10000	400	322
Chr04	5250001	5260000	10000	346	315
Chr04	5255001	5265000	10000	400	323
Chr04	5260001	5270000	10000	435	336
Chr04	5265001	5275000	10000	377	287
Chr04	5270001	5280000	10000	417	353
Chr04	5275001	5285000	10000	413	393
Chr04	5280001	5290000	10000	406	360
Chr04	5285001	5295000	10000	416	362
Chr04	5290001	5300000	10000	381	304
Chr04	5295001	5305000	10000	342	284
Chr04	5300001	5310000	10000	318	314
Chr04	5305001	5315000	10000	310	279
Chr04	5310001	5320000	10000	307	294
Chr04	5315001	5325000	10000	368	369
Chr04	5320001	5330000	10000	379	379
Chr04	5325001	5335000	10000	353	358
Chr04	5330001	5340000	10000	350	313
Chr04	5335001	5345000	10000	309	255
Chr04	5340001	5350000	10000	286	259
Chr04	5345001	5355000	10000	270	272
Chr04	5350001	5360000	10000	249	227
Chr04	5355001	5365000	10000	268	228
Chr04	5360001	5370000	10000	343	274
Chr04	5365001	5375000	10000	421	346
Chr04	5370001	5380000	10000	461	410
Chr04	5375001	5385000	10000	496	422
Chr04	5380001	5390000	10000	458	377
Chr04	5385001	5395000	10000	378	319
Chr04	5390001	5400000	10000	411	363
Chr04	5395001	5405000	10000	430	361
Chr04	5400001	5410000	10000	351	314
Chr04	5405001	5415000	10000	314	328
Chr04	5410001	5420000	10000	356	314
Chr04	5415001	5425000	10000	356	316
Chr04	5420001	5430000	10000	314	303
Chr04	5425001	5435000	10000	320	323
Chr04	5430001	5440000	10000	373	345
Chr04	5435001	5445000	10000	357	301
Chr04	5440001	5450000	10000	331	295
Chr04	5445001	5455000	10000	330	303
Chr04	5450001	5460000	10000	283	259
Chr04	5455001	5465000	10000	206	216
Chr04	5460001	5470000	10000	192	207
Chr04	5465001	5475000	10000	305	259
Chr04	5470001	5480000	10000	366	324
Chr04	5475001	5485000	10000	225	194
Chr04	5480001	5490000	10000	164	133
Chr04	5485001	5495000	10000	292	276
Chr04	5490001	5500000	10000	343	363
Chr04	5495001	5505000	10000	315	322
Chr04	5500001	5510000	10000	294	276
Chr04	5505001	5515000	10000	209	209
Chr04	5510001	5520000	10000	249	269
Chr04	5515001	5525000	10000	395	394
Chr04	5520001	5530000	10000	345	368
Chr04	5525001	5535000	10000	293	319
Chr04	5530001	5540000	10000	355	319
Chr04	5535001	5545000	10000	403	366
Chr04	5540001	5550000	10000	323	321
Chr04	5545001	5555000	10000	288	268
Chr04	5550001	5560000	10000	347	309
Chr04	5555001	5565000	10000	348	316
Chr04	5560001	5570000	10000	372	305
Chr04	5565001	5575000	10000	421	320
Chr04	5570001	5580000	10000	417	317
Chr04	5575001	5585000	10000	350	298
Chr04	5580001	5590000	10000	255	213
Chr04	5585001	5595000	10000	162	104
Chr04	5590001	5600000	10000	111	100
Chr04	5595001	5605000	10000	166	162
Chr04	5600001	5610000	10000	163	131
Chr04	5605001	5615000	10000	2427	2966
Chr04	5610001	5620000	10000	2538	3084
Chr04	5615001	5625000	10000	362	340
Chr04	5620001	5630000	10000	355	304
Chr04	5625001	5635000	10000	298	267
Chr04	5630001	5640000	10000	317	330
Chr04	5635001	5645000	10000	350	373
Chr04	5640001	5650000	10000	380	363
Chr04	5645001	5655000	10000	393	347
Chr04	5650001	5660000	10000	324	270
Chr04	5655001	5665000	10000	320	230
Chr04	5660001	5670000	10000	403	346
Chr04	5665001	5675000	10000	405	390
Chr04	5670001	5680000	10000	385	365
Chr04	5675001	5685000	10000	380	354
Chr04	5680001	5690000	10000	348	326
Chr04	5685001	5695000	10000	427	396
Chr04	5690001	5700000	10000	429	397
Chr04	5695001	5705000	10000	361	302
Chr04	5700001	5710000	10000	366	304
Chr04	5705001	5715000	10000	370	318
Chr04	5710001	5720000	10000	381	362
Chr04	5715001	5725000	10000	309	316
Chr04	5720001	5730000	10000	235	214
Chr04	5725001	5735000	10000	240	239
Chr04	5730001	5740000	10000	284	317
Chr04	5735001	5745000	10000	3380	3553
Chr04	5740001	5750000	10000	3286	3427
Chr04	5745001	5755000	10000	179	182
Chr04	5750001	5760000	10000	336	300
Chr04	5755001	5765000	10000	356	329
Chr04	5760001	5770000	10000	288	319
Chr04	5765001	5775000	10000	291	294
Chr04	5770001	5780000	10000	318	291
Chr04	5775001	5785000	10000	358	340
Chr04	5780001	5790000	10000	334	318
Chr04	5785001	5795000	10000	324	271
Chr04	5790001	5800000	10000	345	273
Chr04	5795001	5805000	10000	336	287
Chr04	5800001	5810000	10000	321	286
Chr04	5805001	5815000	10000	271	244
Chr04	5810001	5820000	10000	260	255
Chr04	5815001	5825000	10000	284	338
Chr04	5820001	5830000	10000	315	351
Chr04	5825001	5835000	10000	332	329
Chr04	5830001	5840000	10000	369	327
Chr04	5835001	5845000	10000	307	242
Chr04	5840001	5850000	10000	248	230
Chr04	5845001	5855000	10000	300	313
Chr04	5850001	5860000	10000	348	335
Chr04	5855001	5865000	10000	407	354
Chr04	5860001	5870000	10000	347	310
Chr04	5865001	5875000	10000	288	272
Chr04	5870001	5880000	10000	309	298
Chr04	5875001	5885000	10000	295	269
Chr04	5880001	5890000	10000	310	275
Chr04	5885001	5895000	10000	366	333
Chr04	5890001	5900000	10000	319	300
Chr04	5895001	5905000	10000	309	268
Chr04	5900001	5910000	10000	358	300
Chr04	5905001	5915000	10000	326	283
Chr04	5910001	5920000	10000	279	255
Chr04	5915001	5925000	10000	269	319
Chr04	5920001	5930000	10000	309	325
Chr04	5925001	5935000	10000	336	297
Chr04	5930001	5940000	10000	348	315
Chr04	5935001	5945000	10000	364	324
Chr04	5940001	5950000	10000	335	319
Chr04	5945001	5955000	10000	308	291
Chr04	5950001	5960000	10000	282	292
Chr04	5955001	5965000	10000	314	326
Chr04	5960001	5970000	10000	325	310
Chr04	5965001	5975000	10000	281	277
Chr04	5970001	5980000	10000	295	279
Chr04	5975001	5985000	10000	284	262
Chr04	5980001	5990000	10000	310	300
Chr04	5985001	5995000	10000	371	337
Chr04	5990001	6000000	10000	373	342
Chr04	5995001	6005000	10000	350	292
Chr04	6000001	6010000	10000	365	301
Chr04	6005001	6015000	10000	405	378
Chr04	6010001	6020000	10000	323	302
Chr04	6015001	6025000	10000	304	287
Chr04	6020001	6030000	10000	367	293
Chr04	6025001	6035000	10000	367	262
Chr04	6030001	6040000	10000	370	324
Chr04	6035001	6045000	10000	330	302
Chr04	6040001	6050000	10000	305	261
Chr04	6045001	6055000	10000	394	313
Chr04	6050001	6060000	10000	419	351
Chr04	6055001	6065000	10000	359	354
Chr04	6060001	6070000	10000	327	336
Chr04	6065001	6075000	10000	276	304
Chr04	6070001	6080000	10000	267	300
Chr04	6075001	6085000	10000	293	279
Chr04	6080001	6090000	10000	315	303
Chr04	6085001	6095000	10000	344	312
Chr04	6090001	6100000	10000	369	289
Chr04	6095001	6105000	10000	363	324
Chr04	6100001	6110000	10000	338	332
Chr04	6105001	6115000	10000	329	317
Chr04	6110001	6120000	10000	336	313
Chr04	6115001	6125000	10000	339	346
Chr04	6120001	6130000	10000	325	313
Chr04	6125001	6135000	10000	240	237
Chr04	6130001	6140000	10000	249	262
Chr04	6135001	6145000	10000	295	287
Chr04	6140001	6150000	10000	278	278
Chr04	6145001	6155000	10000	271	283
Chr04	6150001	6160000	10000	281	285
Chr04	6155001	6165000	10000	360	332
Chr04	6160001	6170000	10000	380	364
Chr04	6165001	6175000	10000	307	309
Chr04	6170001	6180000	10000	257	296
Chr04	6175001	6185000	10000	296	287
Chr04	6180001	6190000	10000	311	238
Chr04	6185001	6195000	10000	278	233
Chr04	6190001	6200000	10000	230	218
Chr04	6195001	6205000	10000	283	269
Chr04	6200001	6210000	10000	298	287
Chr04	6205001	6215000	10000	253	230
Chr04	6210001	6220000	10000	416	338
Chr04	6215001	6225000	10000	448	371
Chr04	6220001	6230000	10000	331	279
Chr04	6225001	6235000	10000	282	277
Chr04	6230001	6240000	10000	314	327
Chr04	6235001	6245000	10000	415	345
Chr04	6240001	6250000	10000	400	305
Chr04	6245001	6255000	10000	304	250
Chr04	6250001	6260000	10000	136	108
Chr04	6255001	6265000	10000	87	58
Chr04	6260001	6270000	10000	196	153
Chr04	6265001	6275000	10000	150	135
Chr04	6270001	6280000	10000	50	47
Chr04	6275001	6285000	10000	40	38
Chr04	6280001	6290000	10000	60	65
Chr04	6285001	6295000	10000	139	158
Chr04	6290001	6300000	10000	206	206
Chr04	6295001	6305000	10000	161	158
Chr04	6300001	6310000	10000	93	101
Chr04	6305001	6315000	10000	126	109
Chr04	6310001	6320000	10000	138	154
